empleado_id,fecha_encuesta,pregunta,respuesta,comentarios
E483,2024-09-20,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E483,2024-09-20,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E483,2024-09-20,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E483,2024-09-20,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E483,2024-09-20,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E483,2024-09-20,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E483,2024-09-20,¿Sientes que tu trabajo es valorado y reconocido?,2,
E483,2024-09-20,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E483,2024-09-20,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E896,2025-03-09,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E896,2025-03-09,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E896,2025-03-09,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E896,2025-03-09,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,2,
E896,2025-03-09,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E896,2025-03-09,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E896,2025-03-09,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E896,2025-03-09,¿Sientes que tu trabajo es valorado y reconocido?,3,
E896,2025-03-09,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E896,2025-03-09,¿Hay algo específico que te gustaría que la empresa mejorara?,,Eligendi provident magni aperiam molestias repudiandae beatae.
E1165,2025-04-07,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E1165,2025-04-07,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E1165,2025-04-07,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E1165,2025-04-07,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E1165,2025-04-07,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E1165,2025-04-07,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E1165,2025-04-07,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E1165,2025-04-07,¿Sientes que tu trabajo es valorado y reconocido?,3,
E1165,2025-04-07,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E1165,2025-04-07,¿Hay algo específico que te gustaría que la empresa mejorara?,,Molestiae eaque dignissimos illo tenetur officia a sunt earum ea.
E1130,2024-07-22,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E1130,2024-07-22,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E1130,2024-07-22,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E1130,2024-07-22,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E1130,2024-07-22,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E1130,2024-07-22,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E1130,2024-07-22,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E1130,2024-07-22,¿Sientes que tu trabajo es valorado y reconocido?,3,
E1130,2024-07-22,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E1130,2024-07-22,¿Hay algo específico que te gustaría que la empresa mejorara?,,Architecto iure id accusantium at reprehenderit sed ducimus perspiciatis dicta hic voluptatibus.
E550,2024-10-21,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E550,2024-10-21,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E550,2024-10-21,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E550,2024-10-21,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E550,2024-10-21,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E550,2024-10-21,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E550,2024-10-21,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E550,2024-10-21,¿Sientes que tu trabajo es valorado y reconocido?,2,
E550,2024-10-21,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E550,2024-10-21,¿Hay algo específico que te gustaría que la empresa mejorara?,,Totam dolores sapiente quasi provident nam iste vero.
E1084,2025-02-25,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E1084,2025-02-25,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E1084,2025-02-25,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E1084,2025-02-25,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E1084,2025-02-25,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E1084,2025-02-25,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E1084,2025-02-25,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E1084,2025-02-25,¿Sientes que tu trabajo es valorado y reconocido?,5,
E1084,2025-02-25,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E1084,2025-02-25,¿Hay algo específico que te gustaría que la empresa mejorara?,,Repellendus quam culpa ipsum assumenda a ad.
E927,2025-04-17,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E927,2025-04-17,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E927,2025-04-17,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E927,2025-04-17,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E927,2025-04-17,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E927,2025-04-17,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E927,2025-04-17,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E927,2025-04-17,¿Sientes que tu trabajo es valorado y reconocido?,1,
E927,2025-04-17,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,4,
E927,2025-04-17,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E770,2024-06-17,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E770,2024-06-17,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E770,2024-06-17,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E770,2024-06-17,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E770,2024-06-17,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E770,2024-06-17,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E770,2024-06-17,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E770,2024-06-17,¿Sientes que tu trabajo es valorado y reconocido?,3,
E770,2024-06-17,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E770,2024-06-17,¿Hay algo específico que te gustaría que la empresa mejorara?,,Magni reprehenderit sunt et mollitia reprehenderit sequi accusamus eveniet cupiditate sapiente.
E721,2024-05-07,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E721,2024-05-07,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E721,2024-05-07,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E721,2024-05-07,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,2,
E721,2024-05-07,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E721,2024-05-07,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E721,2024-05-07,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E721,2024-05-07,¿Sientes que tu trabajo es valorado y reconocido?,5,
E721,2024-05-07,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E721,2024-05-07,¿Hay algo específico que te gustaría que la empresa mejorara?,,Veritatis tenetur cumque exercitationem consectetur adipisci numquam pariatur.
E750,2025-01-05,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E750,2025-01-05,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E750,2025-01-05,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E750,2025-01-05,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E750,2025-01-05,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E750,2025-01-05,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E750,2025-01-05,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E750,2025-01-05,¿Sientes que tu trabajo es valorado y reconocido?,5,
E750,2025-01-05,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E750,2025-01-05,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E958,2025-01-14,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E958,2025-01-14,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E958,2025-01-14,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E958,2025-01-14,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,2,
E958,2025-01-14,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E958,2025-01-14,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E958,2025-01-14,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E958,2025-01-14,¿Sientes que tu trabajo es valorado y reconocido?,4,
E958,2025-01-14,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E958,2025-01-14,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E358,2024-09-23,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E358,2024-09-23,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E358,2024-09-23,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E358,2024-09-23,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E358,2024-09-23,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E358,2024-09-23,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E358,2024-09-23,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E358,2024-09-23,¿Sientes que tu trabajo es valorado y reconocido?,4,
E358,2024-09-23,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E358,2024-09-23,¿Hay algo específico que te gustaría que la empresa mejorara?,,Ea temporibus mollitia fugiat nostrum similique deleniti sit minus vero.
E788,2024-04-28,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E788,2024-04-28,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,4,
E788,2024-04-28,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E788,2024-04-28,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E788,2024-04-28,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E788,2024-04-28,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E788,2024-04-28,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E788,2024-04-28,¿Sientes que tu trabajo es valorado y reconocido?,1,
E788,2024-04-28,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E788,2024-04-28,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E556,2025-03-18,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E556,2025-03-18,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E556,2025-03-18,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E556,2025-03-18,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E556,2025-03-18,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E556,2025-03-18,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E556,2025-03-18,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E556,2025-03-18,¿Sientes que tu trabajo es valorado y reconocido?,2,
E556,2025-03-18,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E556,2025-03-18,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E353,2024-11-24,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E353,2024-11-24,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E353,2024-11-24,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E353,2024-11-24,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E353,2024-11-24,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E353,2024-11-24,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E353,2024-11-24,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E353,2024-11-24,¿Sientes que tu trabajo es valorado y reconocido?,5,
E353,2024-11-24,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E353,2024-11-24,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E987,2024-05-31,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E987,2024-05-31,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,4,
E987,2024-05-31,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E987,2024-05-31,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E987,2024-05-31,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E987,2024-05-31,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E987,2024-05-31,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E987,2024-05-31,¿Sientes que tu trabajo es valorado y reconocido?,4,
E987,2024-05-31,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E987,2024-05-31,¿Hay algo específico que te gustaría que la empresa mejorara?,,Fugiat expedita officia ipsum dolore dolorem eius fugit assumenda odit.
E209,2024-11-04,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E209,2024-11-04,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E209,2024-11-04,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E209,2024-11-04,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E209,2024-11-04,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E209,2024-11-04,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E209,2024-11-04,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E209,2024-11-04,¿Sientes que tu trabajo es valorado y reconocido?,4,
E209,2024-11-04,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E209,2024-11-04,¿Hay algo específico que te gustaría que la empresa mejorara?,,Molestias exercitationem consectetur et nam ipsum recusandae veritatis odit quod eum.
E439,2025-04-03,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E439,2025-04-03,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,4,
E439,2025-04-03,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E439,2025-04-03,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E439,2025-04-03,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E439,2025-04-03,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E439,2025-04-03,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E439,2025-04-03,¿Sientes que tu trabajo es valorado y reconocido?,1,
E439,2025-04-03,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E439,2025-04-03,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E688,2025-03-23,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E688,2025-03-23,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E688,2025-03-23,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E688,2025-03-23,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E688,2025-03-23,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E688,2025-03-23,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E688,2025-03-23,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E688,2025-03-23,¿Sientes que tu trabajo es valorado y reconocido?,5,
E688,2025-03-23,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E688,2025-03-23,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E405,2024-12-21,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E405,2024-12-21,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E405,2024-12-21,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E405,2024-12-21,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E405,2024-12-21,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E405,2024-12-21,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E405,2024-12-21,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E405,2024-12-21,¿Sientes que tu trabajo es valorado y reconocido?,2,
E405,2024-12-21,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,4,
E405,2024-12-21,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E639,2025-03-02,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E639,2025-03-02,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E639,2025-03-02,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E639,2025-03-02,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
